id,run2_initial_answer,run2_initial_confidence,run2_answer,run2_confidence
Q1072,A,99,A,99
Q1073,D,99,D,99
Q1074,B,97,B,99
Q1075,C,97,C,98
Q1076,E,99,E,99
Q1077,B,95,B,97
Q1078,A,98,A,99
Q1079,B,98,B,99
Q1080,E,95,E,97
Q1081,D,97,D,99
Q1082,E,99,E,99
Q1083,C,99,C,99
Q1084,A,97,A,98
Q1085,D,98,D,99
Q1086,A,98,A,99
Q1087,B,95,B,97
Q1088,D,99,D,99
Q1089,B,97,B,98
Q1090,B,95,B,97
Q1091,D,99,D,99
Q1092,D,95,D,97
Q1093,C,97,C,99
Q1094,B,95,B,96
Q1095,C,96,C,98
Q1096,D,91,D,94
Q1097,D,99,D,99
Q1098,C,96,C,98
Q1099,E,95,E,97
Q1100,A,98,A,99
Q1101,B,98,B,99
Q1102,A,98,A,99
Q1103,D,79,D,88
Q1104,D,93,D,96
Q1105,B,98,B,99
Q1106,A,98,A,99
Q1107,B,96,B,97
Q1108,A,96,A,98
Q1109,D,93,D,95
Q1110,B,99,B,99
Q1111,D,98,D,99
Q1112,C,99,C,99
Q1113,C,97,C,98
Q1114,E,98,E,99
Q1115,D,92,D,95
Q1116,E,98,E,99
Q1117,D,98,D,99
Q1118,C,96,C,97
Q1119,D,99,D,99
Q1120,D,97,D,98
Q1121,D,99,D,99
Q1122,A,97,A,98
Q1123,A,95,A,97
Q1124,E,97,E,98
Q1125,E,99,E,99
Q1126,D,95,D,97
Q1127,E,95,E,97
Q1128,C,97,C,98
Q1129,A,98,A,99
Q1130,C,98,C,99
Q1131,A,97,A,98
Q1132,C,96,C,97
Q1133,E,94,E,96
Q1134,C,95,C,97
Q1135,A,96,A,97
Q1136,E,87,E,92
Q1137,E,98,E,99
Q1138,D,99,D,99
Q1139,E,96,E,97
Q1140,A,98,A,99
Q1141,C,99,C,99
Q1142,C,85,C,87
Q1143,B,90,B,93
Q1144,C,97,C,99
Q1145,B,86,B,72
Q1146,A,94,A,95
Q1147,C,98,C,99
Q1148,A,97,A,99
Q1149,A,99,A,99
Q1150,B,94,B,97
Q1151,A,97,A,98
Q1152,B,99,B,99
Q1153,B,95,B,97
Q1154,A,97,A,99
Q1155,D,99,D,99
Q1156,E,98,E,99
Q1157,C,99,C,99
Q1158,E,98,E,99
Q1159,E,96,E,98
Q1160,A,98,A,99
Q1161,C,99,C,99
Q1162,B,96,B,98
Q1163,E,96,E,98
Q1164,C,94,C,96
Q1165,C,75,C,68
Q1166,B,99,B,99
Q1167,D,95,D,97
Q1168,B,91,B,94
Q1169,A,99,A,99
Q1170,C,97,C,98
Q1171,A,97,A,98
Q1172,D,98,D,99
Q1173,E,98,E,99
Q1174,A,96,A,94
Q1175,C,68,C,74
Q1176,B,96,B,97
Q1177,D,95,D,97
Q1178,C,99,C,99
Q1179,E,99,B,99
Q1180,C,94,C,96
Q1181,A,98,A,99
Q1182,E,92,E,94
Q1183,A,96,A,98
Q1184,C,97,C,98
Q1185,E,90,E,93
Q1186,C,97,C,98
Q1187,C,99,C,99
Q1188,B,99,B,99
Q1189,C,98,C,99
Q1190,D,98,D,99
Q1191,E,99,E,99
Q1192,C,95,C,97
Q1193,A,94,A,88
Q1194,D,98,D,99
Q1195,E,98,E,99
Q1196,B,96,B,97
Q1197,D,97,D,98
Q1198,C,96,C,97
Q1199,B,89,B,91
Q1200,A,89,A,91
Q1201,B,99,B,99
Q1202,D,93,D,95
Q1203,A,98,A,99
Q1204,C,99,C,99
Q1205,A,99,A,99
Q1206,E,93,E,96
Q1207,E,96,B,94
Q1208,B,94,B,96
Q1209,D,95,D,97
Q1210,A,97,A,98
Q1211,C,98,C,99
Q1212,C,99,C,99
Q1213,B,96,B,98
Q1214,E,98,E,99
Q1215,A,96,A,97
Q1216,A,89,A,92
Q1217,A,86,A,90
Q1218,E,98,E,99
Q1219,B,90,B,94
Q1220,C,91,C,93
Q1221,A,98,A,99
Q1222,B,99,B,99
Q1223,D,96,D,98
Q1224,A,93,A,95
Q1225,A,92,A,93
Q1226,B,98,B,99
Q1227,E,98,E,99
Q1228,A,96,A,97
Q1229,C,98,C,99
Q1230,E,83,E,86
Q1231,E,96,E,97
Q1232,A,97,A,99
Q1233,B,99,B,100
Q1234,A,94,A,96
Q1235,C,95,C,97
Q1236,E,98,E,99
Q1237,C,99,C,98
Q1238,A,95,A,97
Q1239,D,98,D,99
Q1240,D,99,D,99
Q1241,A,99,A,99
Q1242,E,95,E,97
Q1243,C,93,C,95
Q1244,E,98,E,99
Q1245,A,98,A,99
Q1246,B,95,B,96
Q1247,C,95,C,97
Q1248,D,93,D,96
Q1249,E,98,E,99
Q1250,D,96,D,97
Q1251,B,98,B,99
Q1252,A,99,A,99
Q1253,B,98,B,99
Q1254,B,99,B,99
Q1255,B,98,B,99
Q1256,B,95,B,98
Q1257,B,96,B,98
Q1258,E,93,E,95
Q1259,A,98,A,99
Q1260,C,96,C,97
Q1261,C,95,C,97
Q1262,D,99,D,99
Q1263,C,93,C,97
Q1264,A,99,A,99
Q1265,B,97,B,98
Q1266,B,93,B,95
Q1267,C,97,C,99
Q1268,B,99,B,99
Q1269,E,98,E,99
Q1270,E,98,E,99
Q1271,B,81,B,86
Q1272,C,97,C,99
Q1273,C,99,C,99
