id,run2_initial_answer,run2_initial_confidence,run2_answer,run2_confidence
Q1072,A,97,A,97
Q1073,D,97,D,97
Q1074,B,93,B,93
Q1075,C,88,C,88
Q1076,E,98,E,98
Q1077,B,86,B,86
Q1078,A,92,A,92
Q1079,B,92,B,92
Q1080,E,74,E,74
Q1081,D,92,D,92
Q1082,E,98,E,98
Q1083,C,95,C,95
Q1084,A,90,A,90
Q1085,D,83,D,83
Q1086,A,83,A,83
Q1087,B,87,B,87
Q1088,D,96,D,96
Q1089,B,90,B,86
Q1090,B,83,B,83
Q1091,D,97,D,97
Q1092,D,93,D,93
Q1093,C,92,C,92
Q1094,B,92,B,92
Q1095,C,90,C,90
Q1096,D,72,D,72
Q1097,D,97,D,97
Q1098,C,86,C,86
Q1099,E,83,E,83
Q1100,A,94,A,94
Q1101,E,82,E,82
Q1102,A,93,A,93
Q1103,D,78,D,78
Q1104,D,86,D,86
Q1105,B,86,B,86
Q1106,A,86,A,86
Q1107,C,82,C,82
Q1108,A,92,A,92
Q1109,D,83,D,83
Q1110,B,92,B,92
Q1111,D,92,D,92
Q1112,C,98,C,98
Q1113,C,94,C,94
Q1114,E,97,E,97
Q1115,D,88,D,88
Q1116,E,92,E,92
Q1117,D,91,D,91
Q1118,C,78,C,78
Q1119,D,97,D,97
Q1120,D,92,D,92
Q1121,D,99,D,99
Q1122,A,86,A,86
Q1123,A,82,A,80
Q1124,E,95,E,95
Q1125,E,97,E,97
Q1126,D,92,D,92
Q1127,E,72,D,72
Q1128,C,92,C,92
Q1129,A,83,A,83
Q1130,C,97,C,97
Q1131,A,90,A,90
Q1132,C,86,A,62
Q1133,E,82,E,82
Q1134,C,92,C,92
Q1135,A,82,A,82
Q1136,E,90,E,90
Q1137,E,82,E,82
Q1138,D,96,D,96
Q1139,E,86,E,86
Q1140,A,90,A,90
Q1141,C,72,C,72
Q1142,C,72,C,72
Q1143,B,76,C,58
Q1144,C,88,C,88
Q1145,B,78,C,83
Q1146,A,95,A,95
Q1147,C,92,C,92
Q1148,A,90,A,90
Q1149,A,96,A,97
Q1150,B,92,B,92
Q1151,A,92,A,92
Q1152,B,92,B,92
Q1153,B,93,B,93
Q1154,A,92,A,92
Q1155,D,98,D,98
Q1156,E,93,E,93
Q1157,C,95,C,95
Q1158,E,92,E,92
Q1159,E,78,E,78
Q1160,A,89,A,89
Q1161,C,97,C,97
Q1162,E,83,E,83
Q1163,B,72,B,72
Q1164,C,78,C,78
Q1165,C,62,C,62
Q1166,B,98,B,98
Q1167,D,93,D,93
Q1168,B,88,B,88
Q1169,A,98,A,98
Q1170,C,92,C,92
Q1171,A,88,A,88
Q1172,D,92,D,92
Q1173,E,94,E,94
Q1174,A,90,A,88
Q1175,A,33,C,55
Q1176,B,92,B,90
Q1177,D,88,D,88
Q1178,C,97,C,97
Q1179,B,95,B,92
Q1180,C,83,C,83
Q1181,A,85,A,88
Q1182,E,78,E,78
Q1183,A,93,A,93
Q1184,C,78,D,57
Q1185,E,63,E,63
Q1186,C,88,C,88
Q1187,C,95,C,95
Q1188,B,94,B,94
Q1189,C,97,C,97
Q1190,D,97,D,97
Q1191,E,98,E,98
Q1192,C,92,C,92
Q1193,C,74,C,74
Q1194,D,86,D,86
Q1195,E,92,E,92
Q1196,B,88,B,88
Q1197,D,94,D,94
Q1198,C,83,C,83
Q1199,B,78,B,78
Q1200,A,70,A,70
Q1201,B,88,B,88
Q1202,D,78,D,78
Q1203,A,97,A,97
Q1204,C,98,C,98
Q1205,A,90,A,90
Q1206,E,92,E,92
Q1207,A,72,E,80
Q1208,B,78,B,78
Q1209,D,88,D,90
Q1210,A,80,A,80
Q1211,C,92,C,92
Q1212,C,92,C,92
Q1213,B,88,B,88
Q1214,E,95,E,95
Q1215,A,90,A,90
Q1216,A,72,A,72
Q1217,A,72,A,72
Q1218,E,92,E,92
Q1219,B,88,B,88
Q1220,C,92,C,92
Q1221,B,90,B,90
Q1222,B,92,B,92
Q1223,D,88,D,88
Q1224,A,83,A,83
Q1225,C,83,C,83
Q1226,B,90,B,90
Q1227,E,95,E,95
Q1228,A,72,A,72
Q1229,C,92,C,92
Q1230,E,72,C,47
Q1231,E,90,E,90
Q1232,A,94,A,94
Q1233,B,98,B,99
Q1234,B,72,B,72
Q1235,C,87,C,87
Q1236,B,78,B,78
Q1237,C,94,C,94
Q1238,A,78,A,78
Q1239,D,78,D,78
Q1240,D,90,D,90
Q1241,A,99,A,99
Q1242,E,87,E,87
Q1243,C,86,C,86
Q1244,E,88,E,88
Q1245,A,93,A,93
Q1246,B,88,B,88
Q1247,C,94,C,94
Q1248,B,78,B,78
Q1249,E,83,E,83
Q1250,D,94,D,94
Q1251,B,88,B,88
Q1252,A,96,A,96
Q1253,B,86,B,86
Q1254,B,95,B,95
Q1255,B,97,B,97
Q1256,A,78,A,78
Q1257,B,92,B,92
Q1258,E,83,E,83
Q1259,A,93,A,93
Q1260,C,94,C,94
Q1261,C,80,C,80
Q1262,D,95,D,93
Q1263,C,72,C,72
Q1264,A,94,A,94
Q1265,B,88,B,88
Q1266,B,78,B,78
Q1267,C,92,C,92
Q1268,B,93,B,93
Q1269,E,97,E,97
Q1270,E,93,E,93
Q1271,B,78,B,78
Q1272,C,97,C,97
Q1273,C,97,C,97
