id,run2_initial_answer,run2_initial_confidence,run2_answer,run2_confidence
Q1072,A,99,A,99
Q1073,D,99,D,99
Q1074,E,98,E,99
Q1075,C,98,C,98
Q1076,E,100,E,100
Q1077,B,96,B,96
Q1078,A,96,A,96
Q1079,B,99,B,99
Q1080,E,92,E,92
Q1081,D,99,D,99
Q1082,E,99,E,99
Q1083,C,100,C,100
Q1084,A,98,A,98
Q1085,D,99,D,99
Q1086,A,94,A,94
Q1087,B,95,B,95
Q1088,D,99,D,99
Q1089,B,96,B,96
Q1090,B,88,B,88
Q1091,D,99,D,99
Q1092,D,96,D,96
Q1093,C,96,C,97
Q1094,B,96,B,98
Q1095,C,98,C,98
Q1096,D,95,D,95
Q1097,D,99,D,99
Q1098,C,99,C,99
Q1099,E,98,E,98
Q1100,A,99,A,99
Q1101,B,95,B,96
Q1102,A,98,A,98
Q1103,D,95,D,95
Q1104,D,93,D,96
Q1105,B,96,B,96
Q1106,A,98,A,98
Q1107,C,87,C,87
Q1108,A,98,A,98
Q1109,D,96,D,97
Q1110,B,99,B,99
Q1111,D,99,D,99
Q1112,C,99,C,99
Q1113,C,98,C,98
Q1114,E,99,E,99
Q1115,D,98,D,98
Q1116,E,99,E,99
Q1117,D,97,D,97
Q1118,C,93,C,96
Q1119,D,100,D,100
Q1120,D,98,D,98
Q1121,D,100,D,100
Q1122,A,98,A,98
Q1123,A,94,A,95
Q1124,E,99,E,99
Q1125,E,98,E,98
Q1126,D,95,D,97
Q1127,E,80,E,85
Q1128,C,98,C,98
Q1129,A,93,A,95
Q1130,C,98,C,99
Q1131,A,98,A,98
Q1132,A,82,A,88
Q1133,E,92,E,92
Q1134,C,70,C,75
Q1135,A,98,A,99
Q1136,E,92,E,92
Q1137,E,96,E,96
Q1138,D,100,D,100
Q1139,E,96,E,96
Q1140,A,98,A,99
Q1141,C,96,C,96
Q1142,C,88,C,90
Q1143,B,92,B,92
Q1144,C,96,C,96
Q1145,C,90,C,92
Q1146,A,98,A,98
Q1147,C,98,C,98
Q1148,A,95,A,97
Q1149,A,99,A,99
Q1150,B,97,B,97
Q1151,A,98,A,98
Q1152,B,99,B,99
Q1153,B,95,B,95
Q1154,A,98,A,98
Q1155,D,99,D,99
Q1156,E,99,E,99
Q1157,C,99,C,99
Q1158,E,95,E,95
Q1159,E,94,E,94
Q1160,A,99,A,99
Q1161,C,99,C,99
Q1162,B,74,B,80
Q1163,E,95,E,95
Q1164,C,96,C,96
Q1165,A,62,A,62
Q1166,B,100,B,100
Q1167,D,98,D,98
Q1168,B,86,B,86
Q1169,A,99,A,99
Q1170,C,96,C,96
Q1171,A,95,A,95
Q1172,D,98,D,99
Q1173,E,98,E,98
Q1174,A,98,A,98
Q1175,C,82,C,82
Q1176,B,95,B,95
Q1177,D,98,D,98
Q1178,C,100,C,100
Q1179,B,99,B,99
Q1180,C,88,C,88
Q1181,A,99,A,99
Q1182,E,93,E,93
Q1183,A,98,A,98
Q1184,C,95,C,95
Q1185,E,92,E,90
Q1186,C,99,C,99
Q1187,C,98,C,98
Q1188,B,98,B,99
Q1189,C,100,C,100
Q1190,D,99,D,99
Q1191,E,100,E,100
Q1192,C,98,C,99
Q1193,A,67,B,58
Q1194,D,96,D,96
Q1195,E,98,E,99
Q1196,B,92,B,92
Q1197,D,98,D,98
Q1198,C,85,C,75
Q1199,B,85,B,85
Q1200,A,72,A,78
Q1201,B,96,B,96
Q1202,D,70,D,70
Q1203,A,99,A,99
Q1204,C,99,C,99
Q1205,A,98,A,99
Q1206,E,94,E,95
Q1207,A,99,A,99
Q1208,B,98,B,98
Q1209,D,99,D,99
Q1210,A,96,A,96
Q1211,C,99,C,99
Q1212,C,98,C,98
Q1213,B,96,B,96
Q1214,E,98,E,98
Q1215,A,98,A,98
Q1216,A,92,A,92
Q1217,A,96,A,96
Q1218,E,98,E,99
Q1219,B,93,B,93
Q1220,C,92,C,92
Q1221,A,98,A,98
Q1222,B,99,B,99
Q1223,D,98,D,99
Q1224,A,98,A,98
Q1225,E,62,E,70
Q1226,B,98,B,98
Q1227,E,99,E,99
Q1228,C,80,C,80
Q1229,C,97,C,97
Q1230,C,54,C,62
Q1231,E,99,E,99
Q1232,A,99,A,99
Q1233,B,100,B,100
Q1234,A,90,A,90
Q1235,C,95,C,96
Q1236,A,92,A,96
Q1237,C,99,C,99
Q1238,A,96,A,98
Q1239,D,93,D,93
Q1240,D,99,D,99
Q1241,A,100,A,100
Q1242,E,99,E,99
Q1243,C,98,C,98
Q1244,E,99,E,99
Q1245,A,98,A,98
Q1246,B,88,B,88
Q1247,C,97,C,97
Q1248,B,96,B,97
Q1249,E,99,E,99
Q1250,D,98,D,98
Q1251,B,100,B,100
Q1252,A,100,A,100
Q1253,B,98,B,97
Q1254,B,99,B,99
Q1255,B,99,B,99
Q1256,B,96,B,96
Q1257,B,96,B,96
Q1258,E,93,E,93
Q1259,A,99,A,99
Q1260,C,95,C,95
Q1261,C,99,C,99
Q1262,D,98,D,98
Q1263,C,96,C,96
Q1264,A,99,A,99
Q1265,B,92,B,92
Q1266,B,92,B,92
Q1267,C,98,C,98
Q1268,B,97,B,97
Q1269,E,99,E,99
Q1270,E,96,E,96
Q1271,B,72,C,60
Q1272,C,99,C,99
Q1273,C,99,C,99
